row,column,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4
row,column,3,4,2,1,3,4,2,1,1,2,4,3,1,2,4,3
50.0,95.0,-0.888758389898257,-0.7837478335129902,-0.8863314406536205,-0.9977875870945354,-0.9528025666852074,-0.9311327062904411,-0.7887892156696417,-0.951234581753198,-1.0016824722998123,-0.8935539530068155,-0.9265646723941572,-0.9530848694484035,-1.0903352054644664,-1.0236153031067232,-0.7323416753630312,-0.938198494758204
150.0,95.0,-0.8828828568013947,-0.8146586514804213,-0.8987414908508882,-0.9840856906957569,-0.9292545207248715,-0.9290549471231486,-0.7682783295674227,-0.9399939096299335,-0.9716869112761515,-0.9300409100348475,-0.9386855735208748,-0.9713271868544524,-1.0840587427016573,-1.0230523611538729,-0.7417494759694137,-0.8862360206419098
250.0,95.0,-0.8445101018691474,-0.785592174546494,-0.9028270327258241,-0.9745550602562858,-0.942509937641006,-0.9215684519047151,-0.7884420210766834,-0.9186043032039919,-0.9214071182011025,-0.895291488326535,-0.9492635558893312,-0.9703311198369846,-1.0749800367532814,-1.028137430590391,-0.736805759022527,-0.8684322725186604
350.0,95.0,-0.8402618289627952,-0.7809048561711336,-0.8978723569343714,-0.9519589573925771,-0.9300335312592516,-0.8893304474391641,-0.8010103005430302,-0.8947728405146052,-0.9144260483351871,-0.9011472212183378,-0.9563835319292764,-0.9692351112201436,-1.0601853649964212,-1.0161167414940593,-0.7403215187180905,-0.8371848866996032
450.0,95.0,-0.8334485928280131,-0.8188962810169187,-0.9064650862199812,-0.9351355724811725,-0.9228237309485792,-0.9152647946110051,-0.797142752240461,-0.8863775694235372,-0.9041370642075037,-0.9202111256170724,-0.9509008721199308,-0.9765420641022331,-1.0548231471564726,-1.0147129584504313,-0.7337252122504765,-0.8213457217114524
550.0,95.0,-0.8178525047654546,-0.7906459833456694,-0.9085725215928022,-0.9625229752457898,-0.9426035995898978,-0.9146528502281512,-0.7874376733733897,-0.8684331135576713,-0.9103358462445215,-0.9341688685237983,-0.9570140963401599,-0.9689440335590511,-1.0535526103910868,-1.0262220140963052,-0.7344476490662828,-0.8287833571706358
650.0,95.0,-0.8205753514539111,-0.8189187909660944,-0.9211280168342171,-0.9466122113211384,-0.9296075549426064,-0.918085872281349,-0.7885785491133817,-0.8443581017672841,-0.9059072160084227,-0.901027215591025,-0.9522064829722829,-0.9596345391532353,-1.0724309862569612,-1.0360788065473514,-0.7421037175541372,-0.8057791157549872
750.0,95.0,-0.8413632237337083,-0.7982729570130687,-0.9049142744205199,-0.9280855946973077,-0.9272708907175513,-0.9205288042393605,-0.7896435962945532,-0.8547522008260451,-0.902554735716329,-0.9109720132490224,-0.9594691807975835,-0.9507960655603611,-1.068784918854874,-1.0177966504011557,-0.7432286212962254,-0.802829081865724
850.0,95.0,-0.8401138689658971,-0.8035927862506327,-0.9085627481584595,-0.9271736916180799,-0.9010754926836313,-0.9301412109403238,-0.7878532752175289,-0.8456356157200418,-0.907625941539564,-0.8972331681818417,-0.945866141857195,-0.932013738148143,-1.0648856165480396,-1.025237464289802,-0.7441635184719217,-0.7905141915734077
950.0,95.0,-0.8380399652856738,-0.80630287055277,-0.9173973384077314,-0.942250261456202,-0.9147661153174624,-0.9516135884516643,-0.7908005973860739,-0.8378273765884785,-0.9022950453564675,-0.9027133675763608,-0.9461631299630824,-0.9285964329148229,-1.0558475042137871,-1.036329016966576,-0.7792628889789626,-0.7749647552231949
1050.0,95.0,-0.81965109408128,-0.8370606580954956,-0.9106509900813649,-0.9517924576405505,-0.917040570682822,-0.9473482815756995,-0.7898751169473996,-0.8009807425352449,-0.8971702176331888,-0.8827560201362488,-0.9570978033796251,-0.9299488677484078,-1.0706727222486379,-1.0495289082703891,-0.7617274383945585,-0.7839601303890618
1150.0,95.0,-0.814403283593311,-0.8314071566306609,-0.9328801107634774,-0.9270114291099603,-0.8938498560637882,-0.9582109547176749,-0.7859995603874097,-0.807649109520284,-0.890891882887356,-0.8911721438096833,-0.9566391801319085,-0.9336844414896177,-1.0570267468640964,-1.058460261112181,-0.7674981116052919,-0.7641591693150076
1250.0,95.0,-0.816511497979505,-0.7973867786541362,-0.9220792181509765,-0.9229271357622295,-0.8857136855070209,-0.950751405145752,-0.7673754208254593,-0.8063901155625359,-0.8760533930106078,-0.8823920007688173,-0.9554265306495608,-0.9315507786922552,-1.052936345566735,-1.0562328206446239,-0.7940686241494461,-0.755805799482367
